;titulo;description;data
43;Downloads crescem 25% na pandemia;... saltou para 212 mil em junho. “O que nós verificamos é que houve uma transformação digital, principalmente nos pequenos e médios... — ... digital, constatou um aumento expressivo no número de downloads em todas as categorias de apps que analisou - entrega (delivery...;28/09/2020 08h01
44;Domino’s Pizza desacelera a abertura de lojas;... transformação digital no ano passado. Investiu, por exemplo, na implantação de sistemas da Domino’s internacional. Foi criado um novo... — ... fechadas - unidades sem entrega, como de aeroportos. As vendas por meio digital passaram de 30% para 56%. A rede inaugurou 23 lojas no...;25/09/2020 08h00
45;Bradesco amplia espaço de inovação para ambiente digital;"... transformação cultural dos funcionários.
Criado em 2018, o habitat reúne 75 grandes companhias e 170 startups, mas a previsão de... — ... passado, o banco tem parcerias com o Porto Digital, do Recife, e o Acate, de Florianópolis. “A tendência é crescer e...";24/09/2020 08h01
46;Itaúsa busca investimentos, mas mantém peso do banco;"... transformação digital de suas operações, que vem sendo feita de dentro para fora.
Segundo ele, os pilares adotados pelo banco...";24/09/2020 08h01
47;Bradesco amplia espaço de inovação para ambiente digital;"... forma de transformação cultural dos funcionários.

Criado em 2018, o habitat reúne 75 grandes companhias e 170 startups, mas a... — ... o ano passado, o banco tem parcerias com o Porto Digital, do Recife, e o Acate, de Florianópolis. “A tendência é crescer e...";24/09/2020 00h18
48;Estamos preparados para atuar num sistema financeiro mais competitivo, diz Bracher;"... transformação cultural do banco tradicional para o digital, mas o Itaú está preparado. O banco é um transatlântico, então os movimentos são... — .... O Itaú optou por abraçar esse estado permanente de transformação, já que o “novo se torna velho em pouco tempo”. 

“No futuro...";23/09/2020 16h37
49;Privatização dos Correios é prioridade, diz secretário;... extrai a fatura na hora com sua digital?”, questiona. “Veremos uma transformação completa dos serviços e precisamos entrar agora...;23/09/2020 08h00
50;Leia a íntegra do discurso de Bolsonaro na ONU;"... crescimento e transformação.
Reafirmo nosso apoio à reforma da Organização Mundial do Comércio que deve prover disciplinas adaptadas... — ... digital e da proteção ambiental.
No meu primeiro ano de governo, concluímos a reforma da previdência e, recentemente, apresentamos...";22/09/2020 15h55
51;Brasil saúda plano lançado por Trump para o conflito israelense-palestino, diz Bolsonaro;"..., abandona uma tradição protecionista e passa a ter na abertura comercial a ferramenta indispensável de crescimento e transformação... — ... adotamos as práticas mundiais mais elevadas em todas as áreas, desde a regulação financeira até os domínios da segurança digital e da proteção ambiental”, concluiu. 


ATENÇÃO: DEFINIR CRÉDITO!...";22/09/2020 15h37
52;Plataformas apostam em contas empresariais;"... fronteira para plataformas como XP, BTG Digital e Guide agora passa pelas contas empresariais (PJs).
Em jogo estão os trilhões de... — ... transformação das plataformas de investimentos em instituições financeiras, a competição aumenta.
“O mercado de autônomo está...";22/09/2020 08h01
53;“LGPD é evolução, não ruptura”, diz Google;"... ajustes constantes, inclusive em relação à publicidade digital.
Coelho argumentou que, no caso da publicidade digital, a segmentação... — ... estratégias digitais fizeram, de uma hora para outra, uma transformação como elas podiam fazer”, afirma.
A chegada de novos...";22/09/2020 17h28
54;Alpargatas vende operação da Mizuno para a Vulcabras;... Havaianas e Osklen e à transformação digital da companhia. As fábricas que produzem Mizuno serão remodeladas para produzir chinelos...;22/09/2020 08h00
55;Itaú escolhe presidente sob desafio tecnológico;... investimentos que o ajudem nessa travessia. O banco adquiriu, em novembro, o controle da empresa de transformação digital Zup IT e, na... — ... Latina. O executivo virá dos quadros da própria instituição, e terá pela frente o desafio de aprofundar - muito - a transformação...;21/09/2020 08h00
56;Quatro nomes para presidir o Itaú Unibanco;... Latina. O executivo virá de seus próprios quadros e terá o desafio de aprofundar - e muito - a transformação digital em curso. Estão... — ... comitê executivo. Seu mantra foi de que a transformação deve ser encarada como um “estado permanente” - e essa é a mensagem que tenta incutir na equipe para adaptar o banco aos novos tempos....;21/09/2020 08h00
57;Itaú escolhe presidente sob desafio tecnológico;... tateando investimentos que o ajudem nessa travessia. O banco adquiriu, em novembro, o controle da empresa de transformação digital Zup... — ... Latina. O executivo virá dos quadros da própria instituição, e terá pela frente o desafio de aprofundar — muito — a transformação...;20/09/2020 23h11
58;"Live do Valor: Fabio Coelho, presidente do Google Brasil, fala sobre o impacto da tecnologia na recuperação econômica; veja a íntegra";"... tendências do movimento acelerado de transformação digital nas empresas e as mudanças no comportamento do consumidor brasileiro por... — ... negócio digital da AT&T.
O executivo também comenta o impacto econômico da tecnologia no país e as perspectivas para a recuperação do...";21/09/2020 16h48
59;Petrobras: Um pilar para ganhar eficiência;"... digitalização se traduziu, em 2019, na criação de uma diretoria dedicada à transformação digital e à inovação. A área vem sendo encarada... — ...). 
“Acredito que [durante a pandemia] conseguimos fazer em três, quatro meses, uma transformação digital que levaríamos de três a...";18/09/2020 11h42
60;Inovação é motor para enfrentar a crise da pandemia;... transformação digital. As ações imediatas de combate à pandemia resultaram em uma força-tarefa que colocou as equipes em trabalho... — ... demitir, está contratando 2,5 mil pessoas. Adiantado na jornada da transformação digital, o Magazine Luiza encontrou no comércio...;18/09/2020 11h34
61;Consumidor testa agilidade das empresas;"... respondentes. “A transformação digital amplia a conexão da área de pesquisa e desenvolvimento (P&D) com o negócio.”   
Na Natura... — ... a complexidade nas relações comerciais ao conectar a qualidade do produto à experiência digital, colocando tudo no mesmo pacote...";18/09/2020 11h37
62;Desafio do futuro é preparar os times;... tem como objetivo auxiliar para que as pessoas com formações ou funções mais adaptadas a um momento pré-transformação digital... — O ambiente de profundas transformações que emerge da nova economia digital trouxe um desafio de caráter urgente para as empresas...;18/09/2020 11h36
63;TV aberta vai continuar forte por muito tempo, diz Nóbrega;... Ibope, janeiro-agosto 2015/jan.-ago. 2020). Mas é inegável que, por causa da experiência digital, a maneira como se consome mídia... — ... e consumidores em toda a sua jornada, o que provoca uma tremenda transformação na forma de fazer, vender e entregar a publicidade...;18/09/2020 08h01
64;Empresas buscam formas de inovar na crise;"... Paulo.
A covid-19 trouxe muita tristeza, mas, ao mesmo tempo, serviu para acelerar a transformação digital, disse o presidente da... — ... produtos.
Diante de um isolamento social sem precedentes, muitas aceleraram as estratégias de inovação e de transformação digital...";18/09/2020 10h36
65;Mudanças tecnológicas demandam capacitação contínua das equipes;"A pandemia da covid-19 acelerou a transformação digital das empresas e trouxe um desafio de caráter urgente: a capacitação... — ... também se tornaram primordiais em muitas companhias.
“Estamos diante de uma transformação sísmica nos modelos de negócio, com efeitos...";18/09/2020 08h01
66;Pandemia acelera utilização intensiva de canais digitais;"... Nassar, apontou o impacto da transformação digital nas empresas. “A comunicação empresarial precisa ser entendida desde o porteiro até... — Executivos de comunicação no debate digital promovido em parceria da Aberje com o “Valor”: primeiro de quatro eventos
Leo...";18/09/2020 14h17
67;Natura recebe prêmio de empresa mais inovadora do Brasil;... transformação digital. As ações imediatas de combate à pandemia resultaram em uma força-tarefa que colocou as equipes em trabalho remoto... — ... transformação digital. A Cielo ficou em sexto lugar no ranking das empresas mais inovadoras do país.  Para Caffarelli, “as...;18/09/2020 10h48
68;Inovação tem auxiliado 96% das empresas a superar a crise, diz Strategy&;... planos de desenvolvimento de competências do futuro durante a pandemia. Investimentos em transformação digital, inteligência...;17/09/2020 23h13
69;NEC planeja orquestrar rede 5G das teles;"... de redes, 4G e integração; identificação [serviço digital]; e controle ou gestão de centro de gerência de cidades inteligentes... — ... também é o mercado empresarial.
Em seu próprio mercado, o grupo NEC passa por transformação. Em junho, a operadora japonesa Nippon...";17/09/2020 08h01
70;‘Valor’ premia hoje empresas inovadoras;... como a pandemia acelerou a transformação digital das empresas mais inovadoras. Para acompanhar o evento, a partir das 18h, basta inscrever-se em www.premioinovacaobrasil.com.br.... — ... - que circula amanhã para os assinantes do jornal nas versões impressa e digital - traz, ainda, as 23 campeãs setoriais e mostra...;17/09/2020 08h01
71;Facebook contrata advogado que tratava da lei de proteção de dados no governo;"... contribuir, ainda que de modo limitado, para a transformação digital do governo, para a reforma do Estado e para a implementação do regime... — ... Economia, junto com os então secretários Salim Mattar (Desestatização) e Paulo Uebel (Gestão e Governo Digital).

No governo...";16/09/2020 18h30
72;Aloysio Faria modernizou setor financeiro;... aceleradora de startups, estamos investindo seriamente na transformação digital”, diz Fábio Amorosino, presidente das instituições...;16/09/2020 08h01
73;MRV investe no digital para ampliar número de corretores;"... investiu o total de R$ 350 milhões na sua transformação digital.
Atualmente, a MRV tem, em sua base de vendas, cerca de 4 mil... — ... transformação digital está melhorando a experiência dos clientes”, afirma o executivo.
No segundo trimestre, a MRV teve vendas líquidas...";16/09/2020 08h01
74;Brasil pode receber R$ 30 bi ao ano com 5G, diz estudo;... de manufatura, serão os mais beneficiados. Para ele, o mais importante é que 5G permite a transformação digital da economia e das empresas....;16/09/2020 19h57
75;Aloysio Faria modernizou setor financeiro;... transformação digital”, diz Fábio Amorosino, presidente das instituições financeiras do conglomerado. A carteira de crédito somava em...;16/09/2020 00h57
76;Brasil receberá R$ 30 bi de investimentos ao ano após leilão do 5G, prevê Huawei;... uma tecnologia que temos à disposição para fazer o que importa, que é a transformação digital da economia e das empresas”, disse...;15/09/2020 22h14
77;Mercado brasileiro de tecnologia terá estagnação em 2020, diz Abes;"Transformação digital não acelerou os investimentos em tecnologia no País em 2020, diz associação. 
Arte/Valor
A corrida das... — ... empresas para implantar projetos de transformação digital durante a pandemia não foi suficiente para evitar a desaceleração nos...";15/09/2020 16h55
78;Bradesco cria carteira para ‘bancarizar’ e integrar serviços;"... pilar da transformação digital do Bradesco. O primeiro é modernizar o negócio tradicional e o segundo foi a criação do banco... — ... presidente do Bitz, Curt Zimmermann, executivo que chegou ao Bradesco após a compra do HSBC.
Segundo ele, a carteira digital é o terceiro...";15/09/2020 08h01
79;Crise desafia comunicação das empresas;... cultura digital”. A pandemia acelerou a transformação digital e demandou o desenvolvimento de conhecimentos e habilidades nas empresas... — ... digital e o exercício do papel das organizações numa sociedade cada vez mais exigente em suas demandas são alguns dos temas que serão...;15/09/2020 12h57
80;‘Identidade digital única’ está a caminho, afirma secretário;"Caio Paes de Andrade: transformação digital vai contribuir para políticas públicas
Dênio Simões/Valor
Com 918 serviços públicos... — ... Digital, Caio Paes de Andrade, disse ao Valor que esse processo de “transformação digital” em curso, que terá seu ponto culminante...";15/09/2020 08h00
81;Bradesco cria carteira para ‘bancarizar’ e integrar serviços;"... é o terceiro pilar da transformação digital do Bradesco. O primeiro é modernizar o negócio tradicional e o segundo foi a criação... — ...”, disse o presidente do Bitz, Curt Zimmermann, executivo que chegou ao Bradesco após a compra do HSBC.

Segundo ele, a carteira digital...";15/09/2020 00h50
82;Governo acelera processo de digitalização de serviços;... “transformação digital”, que terá seu ponto culminante na identidade digital única, elimina a necessidade de uma série de documentos... — ... transformação digital, melhora-se a entrada dos dados, melhora-se a possibilidade de cruzar os dados e ter informação melhor...;14/09/2020 23h45
83;BK Brasil avalia oferta de ações para retomar plano de crescimento em 2021;"... eliminar salões internos
Segundo a companhia, essa captação de recursos vai possibilitar a “aceleração das iniciativas de transformação... — ... digital e atendimento omnicanal”, além de retomar o plano de crescimento de restaurantes Burger King e Popeyes no ano de 2021.

Daniel Acker/Bloomberg

...";14/09/2020 12h53
84;Em casa, consumidor procura por moda básica;"... pandemia mudou isso, mas é uma transformação cultural que já se observava. O consumidor hoje tem um perfil jovem e segue o... — ... da Consumoteca.
Foi esse movimento que as varejistas viram se intensificar. A Amaro, que nasceu no ambiente digital, precisou...";14/09/2020 08h01
85;Com Easynvest, Nubank mira crescimento exponencial do mercado de investimentos, diz Vélez;Com quase 30 milhões de clientes, o Nubank anunciou nesta sexta-feira a compra de 100% da corretora digital Easynvest, que tinha... — ... dos sócios que tocava a operação há mais de duas décadas e que conduziu a transformação da cinquentenária corretora Título num...;12/09/2020 11h56
86;Renda per capita de 2015 da AL só volta em 5 anos, diz CAF;... leis trabalhistas complexas e vem aí um processo de transformação digital que muda a relação trabalhador-empresa. Não se trata de...;11/09/2020 08h00
87;Riqueza per capita de 2015 só volta à América Latina daqui a 5 anos, diz CAF;... trabalhistas complexas e vem aí um processo de transformação digital que muda a relação trabalhador-empresa. Não se trata de desproteger...;11/09/2020 00h18
88;Destaques;"Plataforma de seguros
A pandemia acelerou o passo da maior transformação tecnológica planejada pelo grupo segurador americano... — ... da Chubb em seus próprios canais virtuais, como sites e aplicativos móveis, de maneira rápida e 100% digital. O Chubb Studio...";10/09/2020 08h01
89;Investimentos das teles atingem R$ 14 bi até junho;"... produtividade da economia e a transformação digital depende do nosso setor.”
A receita bruta do setor foi de R$ 118,4 bilhões nos...";08/09/2020 08h01
90;Obras do Museu do Inconsciente integram Bienal de Berlim;... como socialista”, diz o diretor. “No centro da narrativa está um homem que dedicou sua vida à transformação do mundo. Mas será que... — ... experiências presencial e digital”, diz Fernanda Paiva, responsável pelo Natura Musical. Outra novidade é o investimento dedicado...;04/09/2020 08h01
91;Reforma administrativa se propõe a “vencer o atraso”, defende secretário;"O secretário especial de Desburocratização, Gestão e Governo Digital, Caio Mário Paes de Andrade, apresentou a Proposta de Emenda... — ... “a mais profunda transformação do Estado” desde 1988. 
De acordo com ele, desde que a atual Constituição foi promulgada, o Estado...";03/09/2020 16h07
92;Neon levanta R$ 1,6 bi em sua maior rodada de captação;"... negócios que se beneficiem a transformação digital.” Na visão de Ribeiro, a fintech tem como concorrentes os grandes bancos, com o... — ... o caminho para a lucratividade.”
Criado em 2016 por Pedro Conrade, o Neon cresce em ritmo acelerado. O banco digital chegou ao fim...";02/09/2020 08h01
93;Pandemia favorece avanço de receita das “big techs”;... eletrônico e serviços de “streaming”. As companhias, por sua vez, aceleraram projetos de transformação digital e adotaram o trabalho remoto... — ... transformação digital, que empresas de vários setores decidiram acelerar, ajudaram a impulsionar as vendas de serviços de computação em...;02/09/2020 08h01
94;Mais startups recebem aportes, mas valor cai;"... startups para acelerar sua transformação digital”, afirma Gustavo Gierun, co-fundador da Distrito, ao Valor.
As startups receberam US... — ..., da empresa de inovação Distrito.
“As grandes empresas entenderam que a economia digital veio pra ficar e estão buscando comprar...";02/09/2020 08h01
95;Espanha prevê alta de 10% do PIB no terceiro trimestre;A ministra de Assuntos Econômicos e Transformação Digital da Espanha, Nadia Calvinõ, disse nesta segunda-feira (31) que espera um...;31/08/2020 19h08
96;Radar: eventos, oportunidades e insights para sua carreira;"Desenvolvedores
O Instituto de Engenharia (IE), em parceria com o Instituto de Inovação de Vinhedo e com a Digital Innovation One... — ... anos e não há restrição quanto à formação ou experiência profissional. O único requisito é ser um associado do IE (o plano digital...";31/08/2020 10h56
97;Frederico Trajano, do Magazine Luiza: a realidade como ela é;"... setor de comércio, pelo terceiro ano seguido, como na categoria de transformação digital.
Trajano quer digitalizar o varejo... — ... aquisições para complementar seu portfólio no digital. Paralelo a isso, entre 2019 e 2020, avançou em negociações de compra de startups na...";28/08/2020 08h01
98;Gustavo Werneck, da Gerdau: estreia em grande estilo;"... desenvolver os primeiros embriões para fazer a transformação digital das operações da empresa. A Gerdau Next, nova divisão de... — ....


Ao receber o bastão das mãos de André Gerdau, então presidente do grupo, Werneck tinha como missão avançar na transformação...";28/08/2020 08h01
99;Pandemia dificulta controle sobre dados;"... transformação digital, por conta da pandemia, criaram um novo grau de dificuldade para que as empresas mantenham seus dados... — ... 20% desde o fim de 2018.
A adequação e a transformação digital apressada devem colaborar com o aumento de 25% nos investimentos das...";28/08/2020 08h01
100;Visão de futuro para promover a mudança;"... organizacional, olhar atento à gestão de inovação e incentivo à transformação digital.
Na opinião dos headhunters que formaram o júri... — ... chegaram mais preparados para enfrentar os desafios trazidos pela pandemia. “As organizações mais avançadas na transformação digital...";28/08/2020 08h00
101;‘Valor’ premia executivos do ano;"...: startup de sucesso, presidente de conselho de administração, jovem liderança, transformação digital e ativismo social.
A escolha dos... — ... alta performance, olhar para a inovação e incentivar a transformação digital. São competências que foram fundamentais no ano passado...";28/08/2020 08h00
102;Pandemia requer nova liderança;"... cultural e digital, com o intuito de torná-la menos hierarquizada e mais ágil.
A aceleração da transformação digital será, sem... — ... equipes rapidamente, segundo ele, só foi possível porque a companhia há quatro anos já havia iniciado um processo de transformação...";28/08/2020 08h00
103;"Confira a premiação dos vencedores do 20º ""Executivo de Valor""";"... de sucesso, presidente de conselho de administração, jovem liderança, transformação digital e ativismo social.
A escolha dos nomes... — ... performance, olhar para a inovação e incentivar a transformação digital. São competências que foram fundamentais no ano passado e que...";28/08/2020 11h46
