;titulo;description;data
41;Seminário da ABRH vai debater transformação digital;Seminário da ABRH vai debater transformação digital.;16/11/2017 13h01
42;Via Varejo compra empresa de tecnologia logística ASAPLog;"... o valor do negócio, embora tenha informado que ele é ""um passo importante na transformação digital"" da Via Varejo e que atua em escala... — ... nacional.
""Nos últimos anos, a ASAPLog vem transformando o cenário de entregas de pequenos varejistas de ecommerce...";27/04/2020 12h31
43;Faculdade promove Semana da Informática com versão online em Assis;"... e Desenvolvimento de Sistemas, terá na edição desta ano o tema “Transformação Digital e Inovação”.
A Semana de Informática de 2020 da Fema... — ... também será marcada pelo lançamento do curso de pós-graduação “Transformação Digital em Desenvolvimento de Aplicações Web”, aprovado...";22/09/2020 11h59
44;Pensando Digital: educadores podem explorar recursos da internet para se aperfeiçoar;CEO da Kanttum, Pablo Sales indica transformação digital no ambiente escolar. Ferramentas simples facilitam aulas on-line.;06/07/2020 13h33
45;Pensando Digital: educadores podem explorar recursos da internet para se aperfeiçoar;CEO da Kanttum, Pablo Sales indica transformação digital no ambiente escolar. Ferramentas simples facilitam aulas on-line.;06/07/2020 13h38
46;Senado aprova MP que autoriza poupança digital a receber benefícios sociais e de previdência;"O Senado aprovou, por unanimidade, nesta quinta-feira (1º) uma medida provisória que permite que contas do tipo poupança digital... — ... que poderão ser recebidos na poupança digital, estão os previdenciários.
A poupança digital já foi usada este ano para o depósito...";há 3 dias
47;Pensando Digital: educadores podem explorar recursos da internet para se aperfeiçoar;CEO da Kanttum, Pablo Sales indica transformação digital no ambiente escolar. Ferramentas simples facilitam aulas on-line.;06/07/2020 13h34
48;Pensando Digital: educadores podem explorar recursos da internet para se aperfeiçoar;CEO da Kanttum, Pablo Sales indica transformação digital no ambiente escolar. Ferramentas simples facilitam aulas on-line.;06/07/2020 13h36
49;'Na transformação digital, você fala diretamente com o cliente', diz líder de computação em nuvem da Amazon;"... antes da transformação digital, porque hoje todos os seus consumidores têm um aplicativo para celular que faz as mesmas coisas que uma agência... — ....”
“Na transformação digital, em vez de gerenciar seu serviço indiretamente, você fala diretamente com o cliente. Essa é a coisa mais básica para...";02/07/2018 21h06
50;Pensando Digital: executivo prega melhoria de processos internos e olho nas startups;Guilherme Constantin, CEO da Espresso, defende transformação digital dentro das empresas e atenção aos serviços das startups de diferentes setores.;30/06/2020 13h37
51;Pensando Digital: executivo prega melhoria de processos internos e olho nas startups;Guilherme Constantin, CEO da Espresso, defende transformação digital dentro das empresas e atenção aos serviços das startups de diferentes setores.;30/06/2020 13h39
52;Pensando Digital: executivo prega melhoria de processos internos e olho nas startups;Guilherme Constantin, CEO da Espresso, defende transformação digital dentro das empresas e atenção aos serviços das startups de diferentes setores.;30/06/2020 13h44
53;Pensando Digital: executivo prega melhoria de processos internos e olho nas startups;Guilherme Constantin, CEO da Espresso, defende transformação digital dentro das empresas e atenção aos serviços das startups de diferentes setores.;30/06/2020 13h39
54;Congresso vai abordar os desafios da liderança na era da transformação digital;"....
Os palestrantes serão Gil Giardelli, especialista em cultura digital, difusor de conceitos e atividades ligados à sociedade em rede... — ..., economia criativa e inovação digital; Leyla Nascimento, presidente do Conselho Deliberativo ABRH Brasil e secretaria geral da Word...";30/10/2017 11h37
55;Congresso vai discutir os desafios da liderança na era da transformação digital;".... 
Os palestrantes serão Gil Giardelli, especialista em cultura digital, difusor de conceitos e atividades ligados à sociedade em rede... — ..., economia criativa e inovação digital; Leyla Nascimento, presidente do Conselho Deliberativo ABRH Brasil e secretaria geral da Word...";23/10/2017 12h57
56;Veja cargos que tiveram maior alta em vagas de emprego entre março e agosto;..., de todos os portes e nichos, estão apostando na transformação digital e se adaptando à nova realidade de pouco contato físico com os clientes para...;23/09/2020 09h00
57;Impacto da transformação digital no mercado de trabalho é tema de debate na ExpoGestão;Impacto da transformação digital no mercado de trabalho é tema de debate na ExpoGestão;09/05/2018 12h50
58;Trabalho voluntário digital ou microvoluntariado: as formas de ajudar com pouco tempo e mesmo de casa;"... e realizadas em curto espaço de tempo 
O microvoluntariado ou trabalho voluntário digital pode ir de descrever imagens para cegos, ler... — ... de família'
Desde abril, ele participa de um grupo de mobilizadores digitais do Unicef (Fundo das Nações Unidas para a Infância...";há 3 dias
59;Evento discute os impactos da transformação digital nas mídias;"Evento discute os impactos da transformação digital nas mídias (Foto: Reprodução/TV Anhanguera)

	Em busca de se alinhar... — ... necessidades do mercado.
	“O primeiro pilar é a transformação do negócio para o digital, o segundo é a experiência, você...";08/03/2017 17h55
60;Eleições 2020: plano de governo dos candidatos a prefeito de Porto Alegre;"... roteirizada de aulas digitais visando uniformizar o conteúdo programático mínimo a ser transmitido
Viabilizar a disponibilização... — ... o programa de estágios nos órgãos municipais uma ferramenta de transformação social
Fomentar o jovem ao empreendedorismo, por meio...";há 2 dias
61;Eleições 2020: os planos dos candidatos a prefeito de Porto Alegre para a Educação;"... completo de Gustavo Paim aqui
Investir em tecnologias para a elaboração roteirizada de aulas digitais visando uniformizar o conteúdo... — ... de transformação social
Fomentar o jovem ao empreendedorismo, por meio de parceria, criando uma linha especial no Programa...";há 2 dias
62;14ª Primavera dos Museus promove lives e oficinas até sábado, 25;"... Digital: Museus em Transformação”, serão abordadas temáticas sobre tecnologia, museus, modernidade e de que forma se relacionam... — ... e Memoriais, Armando Sobral.
“O mundo digital é onde os museus procuram, atualmente, sua legitimidade, encontrando seus canais...";21/09/2020 14h21
63;Eleições 2020: O que dizem os programas de governo dos candidatos à Prefeitura de Campo Grande;...-mato-grossense. Na proposta de governo, o candidato aponta como crucial a transformação do município, em uma nova etapa de integração... — ...-grandenses, educação de qualidade, qualidade e representatividade política, governo responsável, simples e digital, menor intervenção...;há 2 dias
64;Plataforma criada em SC propõe engajamento de colaboradores em empresas;... de Florianópolis desenvolveu um software que atua diretamente na transformação digital da área de gestão de pessoas e auxilia...;16/02/2020 11h30
65;Congresso de Línguas das Fatecs está com inscrições abertas;"...: Transformação digital na educação"".
A atividade é gratuita e voltada para professores de escolas técnicas e demais pesquisadores...";10/09/2020 11h54
66;Florianópolis recebe evento que discute transformação digital para provedores de internet;Florianópolis recebe evento que discute transformação digital para provedores de internet;09/08/2017 08h47
67;Brechó recupera parte de faturamento com parcerias e digitalização da loja;A transformação digital começou com lives nas redes sociais da loja. Depois, a partir do exemplo de grandes redes do varejo...;21/06/2020 08h39
68;Sebrae realiza evento gratuito com dicas de vendas online para pequenas empresas;"O Sebrae-SP está realizando o evento ""Seu Negócio Digital em 5 dias"", de 15 a 19 de junho, para oferecer dicas de transformação... — ... digital aos donos de pequenas empresas. As palestras são online e gratuitas, das 10h às 18h....";17/06/2020 09h01
69;Eleições 2020: conheça os planos de governo dos candidatos a prefeito de Belo Horizonte;"... de serviços 100% digitais, a partir do lançamento do novo portal de serviços"".
(Veja o plano completo de Kalil aqui)
Lafayette Andrada... — ... na rota dos grandes eventos e shows"". O tópico de melhoria do ambiente de negócios traz, por exemplo ""criar o Programa Digital Fácil...";há 2 dias
70;Vale abre mais de 130 vagas em dois programas de trainee;"... de negócio como gestão de projetos, gestão de mudança e transformação digital. Além disso, serão desafiados em projetos de grande... — ... estratégica; ampla visão do negócio; mindset digital; e interesse em se desenvolver para, no médio ou longo prazo, ocupar posições...";24/09/2020 14h50
71;Eleições 2020: Planos de governo dos candidatos a prefeito de Bauru;"... para efetivar uma “prefeitura 100% digital” e também criar uma porta de entrada única para os cidadãos no acesso aos serviços... — ... um “governo digital” com criação de canais para envio e recebimento de documentos eletrônicos; liberação instantânea da inscrição...";há 2 dias
72;Banco do Brasil precisa se ajustar à transformação digital, diz Caffarelli;"... ao novo cenário do país. “O Banco do Brasil precisa se ajustar à transformação digital”, afirma Caffarelli.

	O presidente do Banco... — ... que vai afetar 781 agências -  402 serão fechadas e 379 vão ser transformadas em postos de atendimento - e oferecer um programa...";23/11/2016 12h37
73;Evento virtual em setembro terá palestras para desenvolvedores e amantes da tecnologia;... teve mais de 5 mil participantes e 100 palestrantes. Este ano, o tema será Transformação Digital, um reflexo da aceleração desse...;13/09/2020 17h44
74;Livros reúnem histórias que crianças com doenças graves querem contar ao mundo;"... de uma das bibliotecas mais importantes do mundo, a do Congresso americano. 
Trabalho voluntário digital ou microvoluntariado... — ... pessoas, Guiller Bosqued, mãe de Alejandro, conversou com a BBC News Brasil via e-mail sobre a transformação do seu filho em autor...";há 3 dias
75;Seminário vai tratar sobre ferramentas de inovação e de negócios em Nova Serrana;"..., Transformação Digital e Gestão de Vendas"" estão abertas e podem ser feitas por telefone. 
Participarão do encontro os palestrantes...";18/11/2019 13h36
76;Instituições lançam guia digital gratuito sobre Empreendedorismo Social na Educação;"Guia digital disponibilizado gratuitamente na internet conta com dicas, estratégias e casos reais, do Brasil e do Reino Unido... — ..., sobre a inclusão do empreendedorismo social na sala de aula
Divulgação
Foi lançado na tarde desta terça-feira (8) o guia digital...";08/09/2020 18h51
77;Banco digital será 'transformação cultural' na relação com clientes, diz presidente do Santander;"O presidente do Santander, Sergio Rial, disse que os bancos digitais fazem parte de um ""processo de transformação cultural... — ... em uma corrida para apresentar soluções digitais. O Santander comprou em 2015 a Conta Super, uma fintech de conta digital. A empresa...";31/07/2017 17h59
78;Leilão do TJDF reúne de balanças digitais até esteiras de academia e computadores;"Tribunal de Justiça do DF e Territórios
Nicole Angel/ G1 DF
Balanças digitais, fatiadores de frios, cooktop, freezer expositor...";há 2 dias
79;Plantão Digital é implantado na Delegacia de Polícia Civil em Formiga;"Plantão Digital na Delegacia de Polícia Civil em Formiga
Polícia Civil/Divulgação
A Delegacia Regional de Polícia Civil... — ... em Formiga conta, desde a última segunda-feira (28), com o Plantão Digital. O sistema funcionará de forma integrada com a Regional...";há 3 dias
80;Empresas adotam ponto digital para otimizar o trabalho em home office;... de levar para as empresas a transformação digital. Muitas das empresas que não se prepararam, agora com a Covid, tiveram que tomar... — A tecnologia tem ajudado empresas e funcionários a serem mais produtivos em tempos de pandemia. Uma startup criou o ponto digital...;26/08/2020 10h00
81;Miriam Leitão: Banco do Brasil precisa se ajustar à transformação digital, diz Caffarelli;Banco do Brasil quer enxugar a estrutura que tem hoje. Para isso, anunciou a redução de agências, o fechamento de superintendências regionais e ofereceu plano voluntário de aposentadoria para os funcionários. Com isso, espera ter uma redução anual de despesas ...;24/11/2016 08h46
82;Museu da Gente Sergipana participa da 14ª Primavera dos Museus;... coronavírus, o formato será diferente. Com o tema ‘Mundo Digital: Museus em Transformação’, toda a programação será realizada...;21/09/2020 19h01
83;Com a pandemia, 23° Festival Cultura e Gastronomia Pró-Tiradentes tem formato digital;... e Gastronomia Pró-Tiradentes é realizado em formato digital por causa da pandemia. A 23° edição começa nesta quinta-feira (1º...;há 3 dias
84;Inclusão Digital;Escola Agrotécnica da Universidade Federal de Roraima lança edital para conceder equipamentos eletrônicos de contratação de internet para que alunos possam acompanhar aulas online;há 5 dias
85;"5 empresas abrem quase 300 vagas de emprego e trainee; veja lista";... Paulo, onde fica o hub de transformação digital da empresa, e na capital paulista. Os salários chegam a R$ 8 mil e incluem participação... — ... de pagamentos para e-commerces e negócios digitais, abriu mais de 40 vagas para a equipe de televendas. A startup está em busca...;22/09/2020 19h31
86;"14 empresas abrem 400 vagas de emprego; veja lista";"..., acesse: https://ilegra.gupy.io/. 
Devninjas
Sediada em Maringá (PR), a startup com foco em transformação digital está com seis... — ... de marketing digital e vendas, está com três vagas para Desenvolvedor(a) Back-end Pleno, Desenvolvedor(a) Front-end Pleno e Analista...";23/09/2020 10h00
87;Pandemia acelera crescimento no setor de comércio eletrônico;"... uma transformação tecnológica que já estava em curso no Brasil. Os empregos não vão ser mais os mesmos. É a terceira reportagem especial... — ... à internet.  
“Como nós já estávamos com uma transformação muito grande no mercado brasileiro por causa da tecnologia, da inteligência...";há 3 dias
88;Escola que foi palco de tragédia em Suzano passa por transformação;Artistas e estudantes participam de reforma da Raul Brasil, onde ocorreu um massacre no ano passado.;há 6 dias
89;Governadores do Sul e Sudeste assinam carta com temas acordados entre os estados;"... (Cosud). Entre os temas tratados estão a desburocratização de serviços e a transformação digital.
As reuniões do Cosud ocorreram... — ... da gestão por meio do digital
proteção da livre iniciativa e do livre exercício da atividade econômica
criação de um grupo de trabalho...";19/10/2019 20h22
90;Empresário analisa desafios e avanços digitais em meio à pandemia;Paulo Sales explicou que cada empresa tem seu próprio ritmo.;há 3 dias
91;Museu do Homem do Nordeste e Engenho Massangana têm atividades virtuais em semana de eventos;"..., as atividades são online e com o tema ""Mundo Digital: Museus em Transformação"".
Há quatro atividades previstas para o Museu do Homem...";22/09/2020 00h56
92;"15 empresas de tecnologia abrem vagas de emprego; veja lista";"... e desenvolvimento. Os interessados devem se candidatar pelo site.
Driven
O grupo consultivo de transformação digital com foco... — ..., em Porto Alegre, as vagas são para: Assistente de Atendimento e Suporte, Especialista em Marketing Digital, Gerente...";18/09/2020 10h00
93;"7 empresas abrem vagas de emprego, trainee e estágio; veja lista";... Digitais, Gente & Gestão, Ensino, Operações Digitais, Relações Governamentais e Comunicação e Transformação Digital... — ... em uma das áreas da própria Yduqs, em projetos ligados ao ensino nas modalidades presencial, digital e em áreas de suporte à atividade...;19/09/2020 11h02
94;7ª edição do Programa de Treinamento do Polo Digital de Mogi começa nesta quarta;Nesta quarta-feira (30), tem início a 7ª edição do Programa de Treinamento do Polo Digital de Mogi das Cruzes. O evento...;há 4 dias
95;Garoto anuncia investimentos de cerca de R$ 200 milhões no ES;... totalmente concebido com esse conceito de transformação digital desde o princípio. E vamos usar isso para gerar desenvolvimento para... — ... da unidade de Vila Velha, para torná-la mais digital e conectada. Parte dos investimentos serão aplicados, ainda, no desenvolvimento...;09/09/2020 13h02
96;Ferramenta catarinense transforma compra e venda de imóveis em negócio 100% digital;"Ferramenta desenvolvida em SC transforma compra e venda de imóveis em negócio digital
A transformação digital também atingiu... — ...% digital. Todas as informações necessárias para a negociação são reunidas num aplicativo, facilitando o trabalho do corretor...";09/08/2020 15h44
97;Adaptação ao mundo digital é a nova tendência para recolocação no mercado de trabalho, diz especialista;"... com Nairana Leal Magalhães, a aceitação de que o mundo digital é uma tendência também auxilia na inclusão profissional. 
“A transformação... — ... de trabalho digital e especialista em gestão de recursos humanos, é importante realizar a autoavaliação antes de iniciar...";13/08/2020 22h23
98;"Primavera dos Museus chega à 14ª edição com evento virtual; veja programação";"... por causa da pandemia de Covid-19. Sob o tema “Mundo Digital: Museus em Transformação”, diversas instituições baianas realizarão lives... — ... Udo Knoff: tecnologias digitais aplicadas à preservação de acervos"". Com Eliana Ursine da Cunha Mello, doutoranda no Programa...";23/09/2020 15h04
99;1ª Olimpíada de Robótica Digital recebe inscrições em Sorocaba;Uma startup instalada no Parque Tecnológico de Sorocaba (SP) vai promover a 1ª Olimpíada de Robótica Digital. As inscrições para...;há 6 dias
100;Em sua 14ª edição, 'Primavera dos Museus' é realizada virtualmente em Juiz de Fora;"Em Juiz de Fora, 14ª edição da 'Primavera dos Museus' é realizada virtualmente
Fellype Alberto/G1
Com o tema “Mundo Digital... — ...: Museus em Transformação”, a 14ª edição da “Primavera dos Museus”, em Juiz de Fora, será  realizada de forma virtual. 
O evento...";16/09/2020 12h02
101;E-commerce: veja as estratégias de uma jovem empreendedora para ter sucesso nas vendas;A transformação digital é um passo importante para os empreendedores acompanharem a tendência do mercado e o crescimento...;08/09/2020 11h11
102;Câmara aprova MP que autoriza poupança digital a receber benefícios sociais e de previdência;A Câmara dos Deputados aprovou nesta segunda-feira (21) uma medida provisória (MP) que permite que a poupança digital... — ... previdenciários, como aposentadoria e auxílio-doença. A poupança digital já foi usada este ano para o depósito do auxílio...;22/09/2020 22h51
103;Empresário fecha duas lojas em shoppings para vender só pela internet;"... que tinha há dez anos em shoppings da cidade e apostou no digital.
“Ter uma pequena empresa com loja física é muito desafiador. Você já... — ... para o canal digital: “Tivemos que fazer campanhas online. Pra essa captação de clientes, precisa fazer campanhas de divulgação...";13/09/2020 11h26
104;PF cumpre mandados de prisão e buscas contra suspeitos de invadir contas digitais e furtar dinheiro do Auxílio Emergencial;... suspeita de invadir contas bancárias digitais de pessoas que estavam recebendo o Auxílio Emergencial e furtar o dinheiro... — ... do auxílio por meio de acessos indevidos nas contas bancárias digitais criadas pela Caixa Econômica Federal (CEF). Os valores eram...;há 4 dias
105;Filho moderniza negócio da família e aumenta faturamento em 80%: “Era isso ou nada”;A transformação digital salvou um negócio na cidade de Paulínia, no interior de São Paulo. Com a quarentena e o fechamento... — ..., arquiteto e filho mais novo do casal, assumiu o negócio e fez uma transformação. Ele levou o mundo digital para dentro da loja...;12/08/2020 22h30
106;Experiência culinária digital oferece aula com chef renomado;"Experiência culinária digital oferece aula com chef renomado
Bares, lanchonetes e restaurantes, apesar de terem equipe treinada... — ..., como entregar uma experiência excepcional ao cliente por meio do digital”, alerta Sandro Magaldi, consultor de negócios...";27/09/2020 10h32
107;Veja como fazer a transformação da sua TV antiga de sinal analógico para digital;Por determinação do governo, sinal analógico será desligado no RS a partir de 2017.;11/05/2015 18h03
108;Saiba como fazer a transformação da sua TV antiga de sinal analógico para digital;Saiba como fazer a transformação da sua TV antiga de sinal analógico para digital;11/05/2015 13h12
109;GPA se alia à Microsoft para testar tecnologias de varejo em São Paulo;"... se aliou à Microsoft para acelerar o processo de transformação digital do grupo brasileiro, incluindo a abertura até o fim deste ano... — ... robustas que possamos escalar para as demais lojas"", afirmou o diretor de transformação digital do GPA, Antonio Salvador...";03/07/2019 16h51
110;UFU abre novo edital para inclusão digital de estudantes que precisam de internet para estudo à distância durante pandemia;... de inclusão digital para estudantes da Universidade Federal de Uberlândia (UFU) estão abertas a partir desta terça-feira (29...;há 5 dias
111;Sete testemunhas são ouvidas em audiência do caso de digital influencer acusado de matar empresário a tiros na BA;"...), a audiência de instrução do caso do digital influencer Iuri Sheik, acusado de atirar e matar o empresário William Oliveira... — ... pelo digital influencer
Reprodução/Instagram
Segundo a polícia, o empresário William Oliveira foi baleado por Iuri Sheik após pedir...";há 5 dias
112;Agora é assim?: Influenciadores especializados devem ganhar força em mercado baseado em identificação;"Especialista comenta sobre influenciadores digitais: ""conteúdo precisa ser relevante""
O influenciador que se sustentava... — ... da live “Agora é assim?” para discutir o impacto da pandemia do coronavírus na inovação e na vida digital dos brasileiros...";26/08/2020 09h00
